"genes","logFC","logCPM","LR","PValue","FDR"
"dp_gene10814",7.2381607285182,3.87487945759406,40.0765538932359,2.4420249138685e-10,7.24977956073345e-09
"dp_gene17014",7.2381607285182,2.46767051302773,40.0765538932359,2.4420249138685e-10,7.24977956073345e-09
"dp_gene20974",7.2381607285182,2.56233074311945,40.0765538932359,2.4420249138685e-10,7.24977956073345e-09
"dp_gene21103",7.2381607285182,3.31976170593893,40.0765538932359,2.4420249138685e-10,7.24977956073345e-09
"dp_gene10735",7.2381607285182,2.49093887611213,40.0765538932359,2.44202491386851e-10,7.24977956073345e-09
"dp_gene18666",7.2381607285182,2.78643713598336,40.0765538932359,2.44202491386851e-10,7.24977956073345e-09
"dp_gene2963",5.38732314802538,2.96791202390145,40.0753131874948,2.44357643839133e-10,7.24977956073345e-09
"dp_gene18954",3.88055709756772,5.13575607278344,40.0101451193761,2.52647273515358e-10,7.48033067108408e-09
"dp_gene9008",3.67222196481237,7.042402343511,39.9661659496678,2.58400122376552e-10,7.63498230440063e-09
"dp_gene12338",3.23769305670125,7.16758990304429,39.9398098542843,2.61910377804389e-10,7.72287471893964e-09
"dp_gene19514",4.47268630022602,3.24812882728894,39.8925276289888,2.68327765492051e-10,7.89595520536712e-09
"dp_gene4897",-9.58442442579929,5.50523342415301,39.7936140243504,2.82266500372155e-10,8.28920706490041e-09
"dp_gene11733",5.03308508200048,2.85845300721606,39.7498083359642,2.8866893599342e-10,8.45999469123804e-09
"dp_gene16415",4.60781175321915,3.27214106016011,39.6813134174358,2.98972463504143e-10,8.74418651372463e-09
"dp_gene7630",3.954448172483,5.25644762965437,39.3709683791745,3.50469083656869e-10,1.02295824235797e-08
"dp_gene18726",4.14622551544036,5.18565335641595,39.3109513060403,3.61408613849012e-10,1.05275773799776e-08
"dp_gene8622",5.90587521088084,2.5948719372956,39.1911930160388,3.84269664083688e-10,1.11709360613361e-08
"dp_gene12217",5.90359147117931,2.77492003735963,39.1566242781333,3.91133938689637e-10,1.13248198031444e-08
"dp_gene857",5.90359147117931,3.28756597577899,39.1566242781333,3.9113393868964e-10,1.13248198031444e-08
"dp_gene18438",4.22581234298263,4.33070746580354,39.1385601809187,3.9476960245308e-10,1.14071801558536e-08
"dp_gene14866",3.72735847590755,5.59515453627505,39.0316303427676,4.1699437181549e-10,1.20252836944151e-08
"dp_gene3310",-9.51483194350973,5.60908081953858,38.9973610633942,4.24378811296321e-10,1.22138085430772e-08
"dp_gene13262",-9.50585627707407,5.33366442364072,38.896292623485,4.4692858922569e-10,1.28371779443132e-08
"dp_gene3476",3.42298211749783,4.62246131462408,38.8400770817822,4.59986247381555e-10,1.31859675964108e-08
"dp_gene9509",3.755537325448,4.88726193232174,38.8216099536048,4.6435856908498e-10,1.32651814673864e-08
"dp_gene5224",4.31211824189378,7.0206848312092,38.8206392431801,4.64589544422647e-10,1.32651814673864e-08
"dp_gene16153",-5.08160858526175,8.80779258944312,38.6753422788866,5.00491933349813e-10,1.42620418714841e-08
"dp_gene4151",3.74868471994583,6.45034895321226,38.6714040066217,5.01502799313138e-10,1.4262660479874e-08
"dp_gene12833",-5.02792580743858,7.63306498516497,38.6484930075529,5.07424204864318e-10,1.44026567124776e-08
"dp_gene11791",4.42161923963612,5.46276101995157,38.5940658814794,5.21773216533172e-10,1.47808408824986e-08
"dp_gene10081",4.41696633401378,5.36257735514579,38.5072741736886,5.45499876972036e-10,1.54226720118819e-08
"dp_gene17588",3.45046343327604,6.20399274036199,38.3943365035642,5.77998929275026e-10,1.63095236031636e-08
"dp_gene1314",3.69860393104226,6.2378332834591,38.250321816265,6.22268139071847e-10,1.75243833931191e-08
"dp_gene86",4.73005447372676,3.256057126125,38.1976241867495,6.3930212183746e-10,1.79690005746088e-08
"dp_gene8812",4.96838245590582,4.98983154245609,38.1822229541075,6.44368011755368e-10,1.80761524542814e-08
"dp_gene5340",-6.53284064687842,6.73962632345617,38.169396189681,6.48617749418702e-10,1.81600375317831e-08
"dp_gene1784",4.96656286618731,3.53882572521292,38.1514761548212,6.5460200804542e-10,1.82920665775328e-08
"dp_gene13384",4.96555286552868,2.77768790810863,38.1346702289045,6.60264438906655e-10,1.84146091771665e-08
"dp_gene21816",7.13930745697321,2.85711637103098,37.9791685874098,7.15040215113765e-10,1.96758871406974e-08
"dp_gene2880",7.13930745697321,3.66216933678744,37.9791685874098,7.15040215113768e-10,1.96758871406974e-08
"dp_gene7253",7.13930745697321,4.29277044078359,37.9791685874098,7.15040215113768e-10,1.96758871406974e-08
"dp_gene9742",7.13930745697321,4.83791747560375,37.9791685874098,7.15040215113768e-10,1.96758871406974e-08
"dp_gene12656",7.13930745697321,2.48711874741405,37.9791685874098,7.15040215113768e-10,1.96758871406974e-08
"dp_gene19435",7.13930745697321,3.74053122969567,37.9791685874098,7.15040215113768e-10,1.96758871406974e-08
"dp_gene10982",7.13930745697321,3.51318807136267,37.9791685874097,7.15040215113771e-10,1.96758871406974e-08
"dp_gene1945",3.84193095542223,5.66446699706952,37.7624653195563,7.99044968257715e-10,2.19455798043962e-08
"dp_gene774",3.22574773811052,6.62168274298537,37.5656691737218,8.83865233069737e-10,2.4228997710328e-08
"dp_gene9922",4.26124354013275,3.99871559885722,37.5457195459226,8.92951666584191e-10,2.44316320312665e-08
"dp_gene2972",3.7813428987494,4.87456159524796,37.3498577626277,9.87280804500503e-10,2.6961367272903e-08
"dp_gene8756",5.82159817835209,3.5423698078612,37.3010102453961,1.01232150720854e-09,2.74890090629755e-08
"dp_gene12835",5.82159817835209,3.9866413085685,37.3010102453961,1.01232150720854e-09,2.74890090629755e-08
"dp_gene15260",5.82159817835209,2.99544980378011,37.3010102453961,1.01232150720854e-09,2.74890090629755e-08
"dp_gene15178",5.82106752910837,2.86953973216927,37.2932471821381,1.01635923636086e-09,2.75467741148257e-08
"dp_gene16604",-4.7762012775261,8.82416933916793,37.2689241780437,1.02911483759242e-09,2.78401629329175e-08
"dp_gene13701",-4.50831527044488,9.80507628431898,37.1380871398079,1.10053025842371e-09,2.97163778955272e-08
"dp_gene17912",4.36029225964658,4.78430797148429,37.1231876654892,1.10897138481795e-09,2.98883334536261e-08
"dp_gene5787",4.05890069454344,4.99076256789243,37.0674421853164,1.14113240035013e-09,3.06977389564337e-08
"dp_gene8800",5.243135274322,4.27624197704773,36.6886010646674,1.38587435602775e-09,3.7212145883732e-08
"dp_gene10040",4.90359528578838,4.70338855958394,36.632088620106,1.42663850876781e-09,3.82355030816415e-08
"dp_gene6344",-9.30471107517988,5.55034967168467,36.6263534120726,1.43084201093406e-09,3.82770147600338e-08
"dp_gene7094",2.93467136632785,7.85757165509367,36.5861553517154,1.46065449074753e-09,3.90021798186826e-08
"dp_gene6921",4.90041784044378,3.62520135688311,36.5807654394507,1.46469887136147e-09,3.90378799004825e-08
"dp_gene11758",4.89657278862483,2.64892185142677,36.5182752434699,1.5124157781908e-09,4.02352824829025e-08
"dp_gene5893",-6.38396041406168,6.30544282741551,36.4419404752114,1.5728214187677e-09,4.17652155381428e-08
"dp_gene5759",3.8377890421239,6.17349122790451,36.3449219694852,1.65309358517849e-09,4.38160963321482e-08
"dp_gene10488",4.21199852172214,5.7309088026951,36.3165775298807,1.677310707402e-09,4.43764093395036e-08
"dp_gene10941",2.91280948490346,7.90104692434349,36.298775795249,1.69270156649848e-09,4.47015822112482e-08
"dp_gene3676",3.65914649321086,6.71560965216353,36.273233265781,1.71503223608482e-09,4.52085005705796e-08
"dp_gene5955",2.88909127844838,7.14771666379727,36.2301630074117,1.75335669299989e-09,4.61343980955573e-08
"dp_gene10007",3.02922121703554,6.77274503388097,36.1782504210496,1.80069061692991e-09,4.72935482796217e-08
"dp_gene20901",-4.73622546393361,8.53033188892029,36.082663281522,1.89121957079161e-09,4.95808999840805e-08
"dp_gene7958",-4.99813234871507,7.67929338433827,35.982701077232,1.99077109013379e-09,5.20960587089638e-08
"dp_gene15576",2.80278229693368,8.70178475591271,35.9263622407661,2.04917325728714e-09,5.35272268058393e-08
"dp_gene16636",-9.23308381605032,5.46753724310156,35.8291236000703,2.15403782231999e-09,5.58577259309721e-08
"dp_gene89",7.03317923910861,3.00271469454569,35.8222643906271,2.1616347228991e-09,5.58577259309721e-08
"dp_gene5134",7.03317923910861,3.07194481348505,35.8222643906271,2.16163472289911e-09,5.58577259309721e-08
"dp_gene20275",7.03317923910861,2.45887257783844,35.8222643906271,2.16163472289911e-09,5.58577259309721e-08
"dp_gene5678",7.03317923910861,2.99409813252626,35.8222643906271,2.16163472289912e-09,5.58577259309721e-08
"dp_gene13279",7.03317923910861,6.29033688211229,35.8222643906271,2.16163472289912e-09,5.58577259309721e-08
"dp_gene5210",3.8724898393997,5.61030626655854,35.8083194626709,2.17716221075256e-09,5.61583218548143e-08
"dp_gene9661",-9.23059652292702,7.64366327969267,35.7997248573811,2.18678776664473e-09,5.6305880012947e-08
"dp_gene8343",5.73694637051206,2.78512600434252,35.4327483232759,2.64010428294174e-09,6.77360563269347e-08
"dp_gene20931",5.73694637051206,2.51692734407087,35.4327483232759,2.64010428294176e-09,6.77360563269347e-08
"dp_gene2361",5.7358834059743,4.25459568311211,35.4180831217881,2.66005738246621e-09,6.81267626958797e-08
"dp_gene3181",5.73413198156681,2.88371787045903,35.3937180857117,2.69354224465868e-09,6.86187025189637e-08
"dp_gene3459",5.73413198156681,2.56976739777867,35.3937180857117,2.69354224465868e-09,6.86187025189637e-08
"dp_gene12340",5.73413198156681,3.27087073146776,35.3937180857117,2.69354224465868e-09,6.86187025189637e-08
"dp_gene13818",-4.57537208285355,8.10828907769331,35.387202810626,2.70256749126389e-09,6.8727196925104e-08
"dp_gene19320",-4.41568051397189,9.39886001535099,35.1630615180297,3.03220807513821e-09,7.69743102736229e-08
"dp_gene70",4.60131849964405,4.42525902210364,35.1567326064613,3.04207861367843e-09,7.70891591047966e-08
"dp_gene9348",3.39816503219757,5.8721736471899,35.0759218429567,3.17097550987898e-09,8.0214554170079e-08
"dp_gene21443",4.15851730087997,4.01149079808931,35.0247518479587,3.25540768000161e-09,8.20624533880129e-08
"dp_gene6222",4.15851730087997,4.7124883673478,35.0247518479587,3.25540768000162e-09,8.20624533880129e-08
"dp_gene21263",5.16829385940192,2.70555324624531,34.9863954503901,3.32017002921523e-09,8.35489208573374e-08
"dp_gene9260",4.8287021079208,5.5543217458343,34.9422155627311,3.39636549076069e-09,8.53174111694746e-08
"dp_gene8745",4.82804547190651,4.12586998317436,34.9319982778078,3.41423473672028e-09,8.56171315978604e-08
"dp_gene3542",-9.15070931705293,5.04059731626162,34.9199387595307,3.43544708712626e-09,8.59994992174888e-08
"dp_gene6020",3.63972462822024,5.6647341946118,34.8339604300988,3.59055426128107e-09,8.97265197459475e-08
"dp_gene850",3.82562685658712,4.82866580306884,34.667329069551,3.91141153423379e-09,9.75755067683685e-08
"dp_gene3716",-9.1255652117175,5.07986823046938,34.6437549531193,3.95906631503204e-09,9.85937429990448e-08
"dp_gene3643",-9.12505848563467,5.18239514573223,34.6399333868781,3.96684614567091e-09,9.861716305936e-08
"dp_gene5512",3.01728217183062,6.19216292996253,34.6230537323415,4.00139280831364e-09,9.93047898503861e-08
"dp_gene18914",-4.26866081847399,9.82027204764692,34.6053604784996,4.03792809429196e-09,9.98971579738174e-08
"dp_gene730",-4.49151206436362,8.55727628293535,34.6047869100306,4.03911804554654e-09,9.98971579738174e-08
"dp_gene10442",3.01720413341623,7.68825316827586,34.5914869687929,4.06680940654627e-09,1.00352473682726e-07
"dp_gene21922",-9.1206735790116,5.69505270348117,34.5892683455058,4.07144719497847e-09,1.00352473682726e-07
"dp_gene18859",-9.1083695079172,6.18672379573576,34.4548087609893,4.36263616512181e-09,1.0734616188548e-07
"dp_gene10174",3.06583069408166,8.32626729333756,34.328732487823,4.6545900966199e-09,1.1433481193043e-07
"dp_gene1067",-4.19454782373681,11.0901389228707,34.1808593599612,5.02204932089704e-09,1.2315124006465e-07
"dp_gene9510",2.88187181521848,7.35402631815835,34.0854939743926,5.27429921989107e-09,1.29117352209863e-07
"dp_gene19103",4.37519328016721,3.42944721487594,34.0599462766626,5.34400429485766e-09,1.30602030385682e-07
"dp_gene19527",-6.17378362784027,6.11180518287804,34.0391141700196,5.40152553406806e-09,1.31784427539302e-07
"dp_gene3188",3.68044825988127,5.81928948429905,33.7139126475225,6.38424525557495e-09,1.55497351925904e-07
"dp_gene3346",4.53713034551737,3.67346097778576,33.6706023836367,6.52798077110608e-09,1.58730109171296e-07
"dp_gene3818",6.91861962982542,2.35241224385584,33.6022463704122,6.76145964029918e-09,1.62218779623085e-07
"dp_gene5431",6.91861962982542,4.59627052251276,33.6022463704122,6.76145964029918e-09,1.62218779623085e-07
"dp_gene8063",6.91861962982542,5.65031265062905,33.6022463704122,6.76145964029918e-09,1.62218779623085e-07
"dp_gene8562",6.91861962982542,2.43358832454824,33.6022463704122,6.76145964029918e-09,1.62218779623085e-07
"dp_gene10277",6.91861962982542,2.35129085239257,33.6022463704122,6.76145964029918e-09,1.62218779623085e-07
"dp_gene10990",6.91861962982542,3.15623336744017,33.6022463704122,6.76145964029919e-09,1.62218779623085e-07
"dp_gene18102",6.91861962982542,3.17441533155213,33.6022463704122,6.76145964029919e-09,1.62218779623085e-07
"dp_gene18128",6.91861962982542,3.19021054007187,33.6022463704122,6.76145964029919e-09,1.62218779623085e-07
"dp_gene6339",-4.32037469172834,8.5494062901529,33.5134334695043,7.07734876613065e-09,1.69515434981458e-07
"dp_gene12319",5.64443433277074,4.5887174854084,33.4851059183469,7.18118078478088e-09,1.71432857178405e-07
"dp_gene19495",5.64443433277074,2.74110668344307,33.4851059183468,7.18118078478094e-09,1.71432857178405e-07
"dp_gene10043",4.75992504702876,4.54573991777749,33.3722210972726,7.61032702162829e-09,1.8137736417332e-07
"dp_gene17198",3.62069962324904,4.89737556163483,33.3463394692236,7.71228491833749e-09,1.83504020193908e-07
"dp_gene8518",4.75725105283488,2.92428589625455,33.3320198626978,7.76928215508553e-09,1.84555649743292e-07
"dp_gene6499",-6.10954149323017,5.46087282487488,33.3126183072473,7.84718102620119e-09,1.86099511869729e-07
"dp_gene1011",2.9475752034511,7.53844862852863,33.2777467725791,7.98916497401638e-09,1.8915561537002e-07
"dp_gene17166",4.20101891617372,5.22863632168969,33.2634965333039,8.04792460291913e-09,1.90144641762356e-07
"dp_gene9312",-4.62867536678422,7.07453887829107,33.2612296768489,8.05731161084675e-09,1.90144641762356e-07
"dp_gene7112",5.08407674654508,3.33975400841401,33.172971169524,8.43144074690562e-09,1.98648601519007e-07
"dp_gene11741",5.08355911160133,3.8761700253568,33.1655942721754,8.46348851582533e-09,1.99078370162619e-07
"dp_gene7875",5.08252310785767,3.96267990182337,33.1510197693454,8.52716422313875e-09,2.00249480347618e-07
"dp_gene4894",-8.98052980024952,4.94409890187073,33.0670748355309,8.90337118982102e-09,2.0874424257891e-07
"dp_gene5337",-4.82829912468384,7.34151821148338,32.803611890574,1.01955227956724e-08,2.38651368816233e-07
"dp_gene223",2.89257475782564,5.59234884075416,32.7767464259506,1.03374086389723e-08,2.41580381143179e-07
"dp_gene9914",3.64064124212177,4.77954107422127,32.7409022483391,1.05297985946693e-08,2.4567826203323e-07
"dp_gene6019",4.31803495058044,3.85083348475404,32.7139576724836,1.06767784587149e-08,2.48705118895332e-07
"dp_gene413",3.51346479896297,3.58196044467635,32.6353261733271,1.11175592109381e-08,2.5855497784277e-07
"dp_gene7730",4.3108558349772,3.79161697743068,32.5987731285609,1.13286238013188e-08,2.63039334285372e-07
"dp_gene4398",-4.28888253227624,8.45288404166485,32.5663030831419,1.15194760709265e-08,2.67040716184387e-07
"dp_gene3153",4.04792217118905,3.19242322744434,32.430192072217,1.23551902290183e-08,2.85954234209011e-07
"dp_gene12544",4.04639748203978,3.37095810399703,32.4043730465738,1.25204401859299e-08,2.89314466411737e-07
"dp_gene9539",3.04190671490639,6.50677080032703,32.3131632926535,1.31221376754549e-08,3.02295906641205e-07
"dp_gene21398",-6.02035601514027,6.08357866799438,32.312864113314,1.31241582327064e-08,3.02295906641205e-07
"dp_gene10381",-6.01968802064016,6.54054725760085,32.3044477277992,1.3181127559793e-08,3.03123888811253e-07
"dp_gene14056",-5.10944930335497,6.16422175334255,32.2758603463913,1.33764874763428e-08,3.07126708473546e-07
"dp_gene2995",-8.90029806164522,5.39387200095919,32.2046772077319,1.38756326434365e-08,3.18080678991591e-07
"dp_gene13479",-5.10226744269414,6.53563839924087,32.1944808810335,1.39486421582876e-08,3.19246779810079e-07
"dp_gene15187",-4.3758055000259,8.18852656800901,32.1601659244003,1.41971884213554e-08,3.24420380107011e-07
"dp_gene681",2.81035349023877,5.03048071984555,31.9714579796315,1.5645453768977e-08,3.56949047302024e-07
"dp_gene12864",-5.37846957647563,5.68789557075307,31.8510904015083,1.66456200576734e-08,3.78919383391327e-07
"dp_gene4591",4.13833240559369,5.054019547088,31.8492971326974,1.66609951501561e-08,3.78919383391327e-07
"dp_gene480",3.30921976313856,5.22748487931597,31.7959388809077,1.71250440342044e-08,3.8885985815621e-07
"dp_gene1052",4.13036709452262,4.00843219269178,31.7202699966292,1.78054106007097e-08,4.03673294735272e-07
"dp_gene18256",4.6823421771353,2.91323429607731,31.6943075276871,1.80450341407953e-08,4.08463653494707e-07
"dp_gene9599",4.67582653678127,4.19879125729975,31.6003848426693,1.89392050923323e-08,4.28031972141598e-07
"dp_gene13341",5.54558106122575,2.98403097158532,31.4891732927076,2.00555390598737e-08,4.52552140382345e-07
"dp_gene17058",-4.05619701966143,9.34665941021261,31.478517257052,2.0165904286141e-08,4.54220937891783e-07
"dp_gene18141",5.54451809668799,2.95332955954939,31.4759583525435,2.01924974817e-08,4.54220937891783e-07
"dp_gene2393",5.54329732152422,3.48513000744731,31.4606906623601,2.03518973194179e-08,4.57093469546242e-07
"dp_gene8055",5.5427666722805,4.18926803092083,31.4540234383624,2.04219002013284e-08,4.57952377920613e-07
"dp_gene7666",4.99936501903314,2.68021091304739,31.3835726177609,2.11765057316329e-08,4.741367020876e-07
"dp_gene6491",-5.93346759465323,6.00531572736029,31.3453480366905,2.15975569400955e-08,4.82814222510446e-07
"dp_gene12160",6.79417244180484,3.40762685865422,31.315161719203,2.1935983337017e-08,4.82893043872446e-07
"dp_gene18806",6.79417244180484,2.45786680174345,31.315161719203,2.19359833370171e-08,4.82893043872446e-07
"dp_gene189",6.79417244180484,2.43130095869637,31.315161719203,2.19359833370171e-08,4.82893043872446e-07
"dp_gene7376",6.79417244180484,2.50646073447218,31.315161719203,2.19359833370171e-08,4.82893043872446e-07
"dp_gene12404",6.79417244180484,3.62114080204407,31.315161719203,2.19359833370171e-08,4.82893043872446e-07
"dp_gene262",6.79417244180484,2.55822060907636,31.315161719203,2.19359833370172e-08,4.82893043872446e-07
"dp_gene9540",6.79417244180484,2.5730759650102,31.315161719203,2.19359833370172e-08,4.82893043872446e-07
"dp_gene14074",6.79417244180484,2.53409925729281,31.315161719203,2.19359833370172e-08,4.82893043872446e-07
"dp_gene21272",6.79417244180484,2.45880036313794,31.315161719203,2.19359833370172e-08,4.82893043872446e-07
"dp_gene9672",6.79417244180484,5.02065473238235,31.315161719203,2.19359833370173e-08,4.82893043872446e-07
"dp_gene21564",-4.68786883323217,7.53595812326732,31.1777047932712,2.35454830481519e-08,5.17534024498937e-07
"dp_gene4590",3.98787682693974,4.41044500929627,31.0812725713801,2.47447298437798e-08,5.43065844166608e-07
"dp_gene2496",-4.50268538734906,7.38091113193486,31.0685007427144,2.49080851553378e-08,5.45820182150176e-07
"dp_gene19613",-8.78790489723809,4.71968042879816,31.0152041609425,2.56015057097016e-08,5.60164052850056e-07
"dp_gene19426",-8.78315415322286,5.65781323512463,30.963661110665,2.62905012417577e-08,5.74367783946824e-07
"dp_gene10931",-4.06788685172028,9.68418237449811,30.9211581477422,2.68726072116311e-08,5.86196858372933e-07
"dp_gene18959",3.72759572166959,4.45364992972159,30.8178855346785,2.8341365425324e-08,6.17302338470916e-07
"dp_gene3306",2.77472182472657,5.93556961431647,30.6660211133707,3.06485454198039e-08,6.66548079046986e-07
"dp_gene10202",4.39705426034234,4.56216811810769,30.5824770934207,3.19970587651877e-08,6.94827696288015e-07
"dp_gene10689",3.86706203639248,3.52399393176651,30.5217079631762,3.301515272693e-08,7.15760648078551e-07
"dp_gene21721",3.86689130919329,3.81823045798177,30.5190563071942,3.30603087329437e-08,7.15760648078551e-07
"dp_gene15994",3.86616572704878,5.19778411262245,30.5069732971607,3.32668592899958e-08,7.19152689808769e-07
"dp_gene5862",-3.89197809950764,10.1958887506156,30.4317394754259,3.45823332191749e-08,7.46086560354638e-07
"dp_gene7308",3.386030516259,4.85368384623805,30.4298370810957,3.46162638794128e-08,7.46086560354638e-07
"dp_gene16992",-3.98978871907189,9.49293268028052,30.3696154792974,3.57077755502925e-08,7.68463306954728e-07
"dp_gene19477",-4.24670590429818,7.57740126517726,30.2900927814739,3.72021259882288e-08,7.99429887666574e-07
"dp_gene13016",-4.18260710453741,8.01823287300624,30.2077047315558,3.88164378432494e-08,8.32878299496745e-07
"dp_gene15068",-4.73306442576824,7.05432311353559,30.1711584930887,3.95548179086027e-08,8.47460504344937e-07
"dp_gene10854",2.67500103972953,7.93284506709409,30.1425916721404,4.01417671408768e-08,8.58759852231902e-07
"dp_gene20745",-3.92318254405274,11.7736797461078,30.1056354550085,4.09140544542146e-08,8.7398481655603e-07
"dp_gene17071",-8.69715305268765,5.81598262071519,30.0625856864703,4.18324709187439e-08,8.92281654108532e-07
"dp_gene12408",-3.85309999257094,10.4078460227738,30.0359475600598,4.2411079535993e-08,9.03287083943107e-07
"dp_gene6662",4.60034888430808,2.76619130851523,29.983269751083,4.35790108785674e-08,9.26793153182985e-07
"dp_gene19",3.7595000759492,5.47455148978771,29.9700686677276,4.38767101578525e-08,9.31750049729123e-07
"dp_gene3054",2.63473945922587,8.66334819160755,29.9512199901441,4.43053039178019e-08,9.39467907633508e-07
"dp_gene17665",-4.25122890807076,6.98757547985439,29.9310632899932,4.47682825975653e-08,9.4789114063773e-07
"dp_gene4306",-8.67682593391513,4.66146991620763,29.8528010156797,4.66122982281993e-08,9.85487871191211e-07
"dp_gene5952",-5.78571989207281,6.23122488924606,29.7247423208449,4.9795195900299e-08,1.05124001418215e-06
"dp_gene9580",-4.16591012325068,8.47942833728128,29.705649837208,5.02880428982142e-08,1.05886501126574e-06
"dp_gene13708",3.92474663215724,4.25177023987386,29.705063790085,5.03032479864783e-08,1.05886501126574e-06
"dp_gene21269",2.61657307134198,8.81603904573113,29.6693299743036,5.12391236509562e-08,1.07699260047105e-06
"dp_gene2841",-3.76475500357451,12.7755384450768,29.6254801408869,5.24114317775881e-08,1.10002974497968e-06
"dp_gene19507",-8.65208954258857,4.58731904992232,29.5989253480681,5.31343895282934e-08,1.11358250379137e-06
"dp_gene2026",2.82816308174831,6.03335139868422,29.5885684493817,5.3419058313052e-08,1.11792366011015e-06
"dp_gene15703",3.23692304335462,6.7503681469024,29.542319134454,5.4709026459229e-08,1.1432600761096e-06
"dp_gene9631",4.90581869412722,4.42528291432941,29.5094408498279,5.5644991554241e-08,1.1611362275262e-06
"dp_gene19548",4.90411152631845,3.54649620435185,29.4874823370788,5.62790161321647e-08,1.17266926822208e-06
"dp_gene10425",3.13302639296683,5.30535999866395,29.4836028198004,5.63917823588053e-08,1.17332339081041e-06
"dp_gene7690",5.43838987882339,3.07103878668874,29.4304043391983,5.79611390850958e-08,1.20423870960806e-06
"dp_gene1115",5.43716910365962,3.0412728410989,29.416021813329,5.83928883874251e-08,1.21146339231408e-06
"dp_gene785",5.4366384544159,2.48281174322336,29.4097430711336,5.85823790628953e-08,1.21364845360329e-06
"dp_gene5568",3.59510172776189,5.38006090089311,29.2487210686148,6.36582294965112e-08,1.31691249800602e-06
"dp_gene19396",3.80795381849803,4.55233951863392,29.226180965212,6.44030761299031e-08,1.3304125425746e-06
"dp_gene14882",3.59258477489474,4.914007942411,29.2061813518649,6.50712796373659e-08,1.34229296293445e-06
"dp_gene1486",-3.81040204746105,9.94748646088008,29.1580947908668,6.67064600560008e-08,1.37405778221068e-06
"dp_gene18006",-3.76808468521329,11.038504142027,29.0794820674486,6.94688288955892e-08,1.42891732360271e-06
"dp_gene986",4.007828241276,2.95879282782006,29.0096819127331,7.20174582369746e-08,1.47817515233133e-06
"dp_gene16974",-3.91957924776674,9.07571023046351,28.9954332025371,7.25491293950707e-08,1.47817515233133e-06
"dp_gene13579",-3.85490178626215,11.4197742384512,28.9571561845717,7.3996938823225e-08,1.47817515233133e-06
"dp_gene2744",6.657968277329,2.37518649548068,28.9566468204358,7.40163991943414e-08,1.47817515233133e-06
"dp_gene10969",6.657968277329,2.85864699135533,28.9566468204358,7.40163991943414e-08,1.47817515233133e-06
"dp_gene14437",6.657968277329,2.70014810354727,28.9566468204358,7.40163991943414e-08,1.47817515233133e-06
"dp_gene18624",6.657968277329,2.82538280049476,28.9566468204358,7.40163991943414e-08,1.47817515233133e-06
"dp_gene2609",6.657968277329,2.60428487199024,28.9566468204358,7.40163991943417e-08,1.47817515233133e-06
"dp_gene5965",6.657968277329,2.67100551823278,28.9566468204358,7.40163991943417e-08,1.47817515233133e-06
"dp_gene11315",6.657968277329,2.29042025727783,28.9566468204358,7.40163991943417e-08,1.47817515233133e-06
"dp_gene15850",6.657968277329,2.61499029417605,28.9566468204358,7.40163991943417e-08,1.47817515233133e-06
"dp_gene8615",6.657968277329,2.77834576077221,28.9566468204358,7.40163991943417e-08,1.47817515233133e-06
"dp_gene9316",6.657968277329,2.52662447177973,28.9566468204358,7.40163991943417e-08,1.47817515233133e-06
"dp_gene11783",6.657968277329,2.46896061411962,28.9566468204358,7.40163991943417e-08,1.47817515233133e-06
"dp_gene17558",6.657968277329,2.81725189797688,28.9566468204358,7.40163991943417e-08,1.47817515233133e-06
"dp_gene19915",6.657968277329,2.77880642713178,28.9566468204358,7.40163991943417e-08,1.47817515233133e-06
"dp_gene21874",6.657968277329,2.57981018509887,28.9566468204358,7.40163991943417e-08,1.47817515233133e-06
"dp_gene3463",6.657968277329,3.22282981536736,28.9566468204357,7.40163991943419e-08,1.47817515233133e-06
"dp_gene18764",6.657968277329,2.77982016204722,28.9566468204357,7.40163991943419e-08,1.47817515233133e-06
"dp_gene20570",6.657968277329,2.61946736816093,28.9566468204357,7.40163991943419e-08,1.47817515233133e-06
"dp_gene18296",6.657968277329,2.31859895813826,28.9566468204357,7.4016399194342e-08,1.47817515233133e-06
"dp_gene13584",-3.85368582511203,11.4186535675354,28.9429347795571,7.45422023210302e-08,1.48661689525164e-06
"dp_gene17994",4.00127818649759,4.31602121250995,28.9106621940205,7.57945479799686e-08,1.50864302095174e-06
"dp_gene12900",2.96448050560033,5.64218866747042,28.9090949860601,7.58558977869488e-08,1.50864302095174e-06
"dp_gene574",-3.84828980976469,9.28890874299951,28.8803212209997,7.6991158159656e-08,1.52911227204419e-06
"dp_gene5844",3.12206628028042,5.48923561301662,28.8267493563323,7.91503720371885e-08,1.56983385750237e-06
"dp_gene5822",-4.77878417246775,6.34872946990067,28.5446700473913,9.15615237214868e-08,1.81349671777489e-06
"dp_gene2805",-8.54671260838774,8.1514474232415,28.5111612854354,9.31599061791558e-08,1.84262371357647e-06
"dp_gene18254",3.61734331910024,4.3724458196127,28.3915859647886,9.90950628144809e-08,1.95733111057808e-06
"dp_gene14878",3.61607849291345,4.84633393219454,28.371277045118,1.00140101092113e-07,1.97526691880598e-06
"dp_gene6587",-5.65797203812885,6.00135442555427,28.3462123906244,1.01445094047978e-07,1.99827433207349e-06
"dp_gene3122",3.26213990441031,6.22885896625923,28.3193360095019,1.02863354755948e-07,2.0218962209619e-06
