"genes","logFC","logCPM","LR","PValue","FDR"
"dp_gene19435",6.0164998448613,3.74053122969567,22.1909551552708,2.46833888978018e-06,0.000183458651813095
"dp_gene12470",6.00441870984553,3.43429619350888,22.1712724881911,2.49377417377228e-06,0.000184398614418577
"dp_gene17630",-2.53041318029062,4.26992880916068,22.1439529841921,2.52951467364356e-06,0.000186087102445237
"dp_gene18849",-1.77141493147019,9.25915093689765,22.0910228778104,2.60022899048053e-06,0.000187901923318935
"dp_gene15137",-2.74890946746517,5.09915278657449,22.0902492478944,2.60127712866243e-06,0.000187901923318935
"dp_gene14806",-2.80670775722732,4.69527603428875,22.0871477000651,2.60548346119698e-06,0.000187901923318935
"dp_gene21292",5.99673938496305,3.72917488163388,22.0865388010475,2.6063100536644e-06,0.000187901923318935
"dp_gene507",3.31036890112715,4.53691546188363,21.8153696323911,3.00185833712535e-06,0.000215342265487614
"dp_gene15207",-1.93787453076606,6.32846595471292,21.7729140358509,3.06902384648943e-06,0.000219070568527381
"dp_gene1021",-1.79442563614031,9.31935513207954,21.7149587452059,3.16315100830538e-06,0.000224677213737711
"dp_gene3184",2.35466351979992,6.27221040620606,21.672021666858,3.23474976118581e-06,0.000228636552973226
"dp_gene7674",-4.32565755575852,4.28277081072618,21.652293083127,3.26819076839259e-06,0.000229873378972941
"dp_gene6645",5.948364827238,5.03857513452564,21.6061222061002,3.34781508507701e-06,0.000234330804425851
"dp_gene12388",-3.51546959326594,3.85760818082129,21.4175362108824,3.69377306397196e-06,0.000257297168161409
"dp_gene2725",-1.75593320507432,9.47403234958694,21.3676725838339,3.79109919361048e-06,0.000262807015733988
"dp_gene14799",5.93507342428925,3.91037828342131,21.2954059242085,3.93673831544046e-06,0.000271597271628402
"dp_gene2168",3.11612493506449,5.25926758438321,21.2414912384607,4.04903806382076e-06,0.000278014665915388
"dp_gene1735",2.68891944965814,5.47745072174245,21.1072469240796,4.34282648332915e-06,0.000296773531104849
"dp_gene2920",2.98376736712081,6.03107449349006,20.9443092226039,4.72830328865994e-06,0.000321591533581074
"dp_gene4298",-1.89348612940031,6.557847845916,20.9054959571299,4.82508229855401e-06,0.00032531488912748
"dp_gene10748",-1.75840640647112,9.10207928085529,20.9042704481561,4.82817021106046e-06,0.00032531488912748
"dp_gene21275",2.36902900487495,6.22241498372825,20.8792580356991,4.89162906816625e-06,0.000328057672250647
"dp_gene7382",2.75694022210001,5.7990933902422,20.7992978554272,5.10016585950031e-06,0.000340459683000625
"dp_gene1879",-1.91499128338351,5.83101120674139,20.7267566939079,5.2970639078626e-06,0.000351974029896179
"dp_gene4340",2.36516721525902,7.39212588372543,20.6373349171874,5.55031268332552e-06,0.000365568437401275
"dp_gene7594",5.86667587251394,6.51315290127473,20.6340783765558,5.55976134250275e-06,0.000365568437401275
